title,authors,abstract,item_type,year,url,ecosystem_Marine_similarity,ecosystem_Freshwater_similarity,ecosystem_Terrestrial_similarity,ecosystem,ecosystem_confidence,taxa_Bacteria_similarity,taxa_Archaea_similarity,taxa_Protozoa_similarity,taxa_Chromista_similarity,taxa_Plantae_similarity,taxa_Fungi_similarity,taxa_Animalia_similarity,taxa,taxa_confidence,method_Measurement_similarity,method_Inferential_similarity,method,method_confidence
Intrinsic dimensionality as a metric for temporal plant diversity evaluation: Case study from the SHIFT campaign,Kerry Cawse‐Nicholson; K. Dana Chadwick; Philip G. Brodrick; Michael Kiper; David R. Thompson; David Schimel; Charles E. Miller; Philip A. Townsend; Luciana F. Alves; Alexey N. Shiklomanov; Moses A. Cho; Abel Ramoelo; Philemon Tsele; Nobuhle Majozi; Zoe Amie Pierrat; Simon Ferrier,"Current biodiversity metrics derived from remote sensing data are typically applied to small local areas, require significant training data, and are not easily extensible globally. Here we propose the mathematical concept of intrinsic dimensionality (ID) as a method to quantify terrestrial vegetation variability without a need for in situ training data. We apply this technique to airborne imaging spectroscopy data from the Surface Biology and Geology High Frequency Time series (SHIFT) airborne campaign, with weekly overflights from February to May 2022 over a region in California stretching from Figueroa Mountain in the Los Padres National Forest to Point Conception and adjacent coastal areas. ID is considered in both spatial and temporal context—spatial ID represents spectral variability across a geographical region at a single time step, and temporal ID represents spectral variability over time for a single geographical location. Results show an encouraging and significant correlation between spatially calculated ID and in situ vegetation species richness data despite different spatial scales between the two (p = 0.01). Spatial ID remained largely unchanged at each time step over the course of three months during the spring green-up period when vegetation characteristics and spectral responses were changing rapidly (number of species remains unchanged even though spectra reflect phenological change over time). The temporal ID remained constant for pseudo-invariant surfaces such as parking lots, roofs, and rock, but showed increased ID with time for trees, shrubs, and grasses. This robustness of spatial ID to seasonal change is desirable in any measure of species richness because it is insulated from changes in vegetation condition that are unrelated to plant species richness. Even though the spatial ID is consistent across acquisition dates, when considering the full time series (temporal ID), we find that subweekly sampling may be necessary to spectrally capture the full phenological cycle of certain vegetation types.",journalArticle,2025,https://esajournals.onlinelibrary.wiley.com/doi/10.1002/ecs2.70213,0.29098633,0.2434858,0.45095626,Terrestrial,0.15996993,0.1354196,0.20835434,0.089230135,0.17647618,0.3749433,0.1838891,0.2107678,Plantae,0.16417548,0.2727827,0.17432113,Measurement,0.09846158
BioSCape-io/BioSCape-IntrinsicDimensionality: v1.0-shift,Kerry Cawse-Nicholson,"This contains code used in the Cawse-Nicholson et al. manuscript published in Ecosphere in 2025 (""Intrinsic dimensionality as a metric for temporal plant diversity evaluation: Case study from the SHIFT campaign"")",dataset,2025,https://ui.adsabs.harvard.edu/abs/2025zndo..14847832C,0.3009183,0.27157035,0.39950776,Terrestrial,0.09858945,0.27693707,0.29926416,0.22830936,0.26603505,0.39430037,0.24405983,0.3015064,Plantae,0.09279397,0.17882685,0.09028721,Measurement,0.088539645
Generative spatial generalized dissimilarity mixed modelling spGDMM: An enhanced approach to modelling beta diversity,Philip A. White; Henry A. Frye; Jasper A. Slingsby; John A. Silander; Alan E. Gelfand,"Abstract 
                  Turnover, or change in the composition of species over space and time, is one of the primary ways to define beta diversity. Inferring what factors impact beta diversity is not only important for understanding biodiversity processes but also for conservation planning. At present, a popular approach to understanding the drivers of compositional turnover is through generalized dissimilarity modelling (GDM). We argue that the current GDM approach suffers several limitations and provide an alternative modelling approach that remedies these issues. 
                  We propose using generative spatial random effects models implemented in a Bayesian framework. We offer hierarchical specifications to yield full regression and spatial predictive inference, both with associated full uncertainties. The approach is illustrated by examining dissimilarity in three datasets: tree survey data from Panama's Barro Colorado Island (BCI), plant occurrence data from southwest Australia and plant abundance surveys from the Greater Cape Floristic Region (GCFR) of South Africa. We select a best model using out‐of‐sample predictive performance. 
                  We find that the form of the best model differs across the three datasets, but our models provide performance ranging from comparable to significant improvement over GDMs. Within the GCFR, the spatial random effects play a more important role in the modelling than all the environmental variables.
                    We have proposed a model that provides several improvements to the current GDM framework. This includes advantages such as a flexible spatially varying mean function, spatial random effects that capture dependence unaccounted for by explanatory variables, and spatially heterogeneous variance structure. All these features are offered in a model that can adequately handle a large incidence of total dissimilarity through ‘one‐inflation’, as would be expected from highly biodiverse areas with steep turnover gradients.",journalArticle,2023,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.14259,0.26275483,0.21705484,0.3077643,Mixed,0.045009464,0.14425111,0.20284781,0.08031833,0.10386544,0.24255916,0.22419217,0.19047032,Mixed,0.018366992,0.115191355,0.26134202,Inferential,0.14615066
"Good modelling practice in ecology, the hierarchical Bayesian perspective",Philip A. White; Alan E. Gelfand; Henry Frye; John A. Silander,"Ecological modelling often involves addressing challenges such as dependence in responses, e.g., spatial and/or temporal correlation, heterogeneity of variance, and hierarchical structures inherent in ecological processes and data. A constant challenge is the inadequacy of the data to well address the questions of interest. What is observable may not be sufficiently informative. What has been observed may not have been well designed. Carefully conceived modelling can take us to improved inference compared with adopting standard inference tools like basic regression and analysis of variance. Hierarchical modelling techniques provide a powerful framework for capturing these complexities by explicitly modelling the multi-level structure of ecological systems. In this paper we focus on good modelling practice in the hierarchical Bayesian framework. We discuss good modelling practice in the form of 10 steps, elaborated with a running example, to aid quantitative ecologists interested in employing Bayesian modelling. Two of the authors are statisticians who view themselves primarily as stochastic modellers. The other two are quantitative ecologists who view such stochastic tools as essential for advancing ecological knowledge. Hence, implicitly, we pay careful attention to good modelling practice. Further, we argue the benefits that accrue to working in a Bayesian framework as the paper is developed. It is worth noting that the steps we propose, though presented in the context of ecological modelling, are appropriate for effective model building across most fields of application.",journalArticle,2024,https://www.sciencedirect.com/science/article/pii/S0304380024002357,0.35581946,0.31970033,0.27988717,Mixed,0.036119133,0.20844786,0.23108785,0.19908568,0.19305168,0.21948822,0.16432624,0.28123692,Animalia,0.05014907,0.23910427,0.3716845,Inferential,0.13258022
Integrating remote sensing with ecology and evolution to advance biodiversity conservation,Jeannine Cavender-Bares; Fabian D. Schneider; Maria João Santos; Amanda Armstrong; Ana Carnaval; Kyla M. Dahlin; Lola Fatoyinbo; George C. Hurtt; David Schimel; Philip A. Townsend; Susan L. Ustin; Zhihui Wang; Adam M. Wilson,"Remote sensing has transformed the monitoring of life on Earth by revealing spatial and temporal dimensions of biological diversity through structural, compositional and functional measurements of ecosystems. Yet, many aspects of Earth's biodiversity are not directly quantified by reflected or emitted photons. Inclusive integration of remote sensing with field-based ecology and evolution is needed to fully understand and preserve Earth's biodiversity. In this Perspective, we argue that multiple data types are necessary for almost all draft targets set by the Convention on Biological Diversity. We examine five key topics in biodiversity science that can be advanced by integrating remote sensing with in situ data collection from field sampling, experiments and laboratory studies to benefit conservation. Lowering the barriers for bringing these approaches together will require global-scale collaboration.",journalArticle,2022,https://www.nature.com/articles/s41559-022-01702-5,0.34668776,0.3525415,0.43055567,Terrestrial,0.078014165,0.2794705,0.3389062,0.2008425,0.2266338,0.3781464,0.21759732,0.36361623,Mixed,0.014530182,0.3063883,0.114735916,Measurement,0.19165237
Exploring the Limits of Species Identification via a Convolutional Neural Network in a Complex Forest Scene through Simulated Imaging Spectroscopy,Manisha Das Chaity; Jan van Aardt,"Imaging spectroscopy (hyperspectral sensing) is a proven tool for mapping and monitoring the spatial distribution of vegetation species composition. However, there exists a gap when it comes to the availability of high-resolution spatial and spectral imagery for accurate tree species mapping, particularly in complex forest environments, despite the continuous advancements in operational remote sensing and field sensor technologies. Here, we aim to bridge this gap by enhancing our fundamental understanding of imaging spectrometers via complex simulated environments. We used DIRSIG, a physics-based, first-principles simulation approach to model canopy-level reflectance for 3D plant models and species-level leaf reflectance in a synthetic forest scene. We simulated a realistic scene, based on the same species composition, found at Harvard Forest, MA (USA). Our simulation approach allowed us to better understand the interplay between instrument parameters and landscape characteristics, and facilitated comprehensive traceability of error budgets. To enhance our understanding of the impact of sensor design on classification performance, we simulated image samples at different spatial, spectral, and scale resolutions (by modifying the pixel pitch and the total number of pixels in the sensor array, i.e., the focal plane dimension) of the imaging sensor and assessed the performance of a deep learning-based convolutional neural network (CNN) and a traditional machine learning classifier, support vector machines (SVMs), to classify vegetation species. Overall, across all resolutions and species mixtures, the highest classification accuracy varied widely from 50 to 84%, and the number of genus-level species classes identified ranged from 2 to 17, among 24 classes. Harnessing this simulation approach has provided us valuable insights into sensor configurations and the optimization of data collection methodologies to improve the interpretation of spectral signatures for accurate tree species mapping in forest scenes. Note that we used species classification as a proxy for a host of imaging spectroscopy applications. However, this approach can be extended to other ecological scenarios, such as in evaluating the changing ecosystem composition, detecting invasive species, or observing the effects of climate change on ecosystem diversity.",journalArticle,2024,https://www.mdpi.com/2072-4292/16/3/498,0.18721555,0.24922676,0.42525753,Terrestrial,0.17603077,0.14617798,0.13104433,0.08259004,0.16207463,0.3919143,0.12946191,0.20168997,Plantae,0.19022433,0.30542362,0.11709818,Measurement,0.18832543
South Africa Ecological Conservation: Identifying and Mapping Riparian Areas in South Africa with Earth Observations,Mina Nada; Andrew Saah; Madison Elowitt; Katya Beener,"Riparian zones are thin strips of wetland that occur along the edges of rivers, lakes, and other water bodies. They provide many ecosystem and societal benefits such as stream bank stabilization, flood control, and habitat stability, making these zones very important areas to preserve and protect. Recognizing the need to accurately map these ecosystems in a cost-effective way, we partnered with the South African National Biodiversity Institute (SANBI) and the Biodiversity Survey of the Cape (BioSCape) to develop a GIS methodology using Esri's ArcGIS Pro and data from Landsat 9 Operational Land Imager-2, Sentinel-2 Multispectral Instrument, and the Shuttle Radar Topography Mission to identify potential riparian zones (PRZ) and observed riparian vegetation (ORV) in the Southern Cape and the North West Province of South Africa to estimate the actual riparian vegetation (ARV) within those areas. Potential riparian ecosystems were calculated by utilizing a Topographic Wetness Index (TWI) and a water feature layer, while observed riparian vegetation were calculated by overlaying a Normalized Difference Vegetation Index (NDVI) and TWI. Actual Riparian Vegetation is determined by the overlap of ORV with PRZ and is done with conditional statements; ORV within PRZ is ARV. This method significantly improved a current riparian land cover classification since it combined high resolution optical imagery and topographic data. We anticipate such maps will be used by conservationists and practitioners interested in riparian monitoring and management.",report,2024,https://ntrs.nasa.gov/api/citations/20240011086/downloads/2024Sum_JPL_SouthAfricaEco_TechPaper_FD-Final.pdf,0.3278547,0.4847597,0.42409137,Freshwater,0.06066832,0.19567272,0.16036877,0.16225354,0.15959466,0.267847,0.05504081,0.23962337,Mixed,0.028223634,0.15991503,0.09285767,Measurement,0.06705736
BioSCape Data Skills Workshop - From the Field to the Image,Michele Thornton; Rupesh Shrestha; Anabelle Williamson Cardoso; Erin Hestir; Jasper Slingsby; Glenn Moncrieff; Philip Townsend; Henry A. Frye; Kyle R Kovach; Kerry Cawse-Nicholson,"BioSCape, the Biodiversity Survey of the Cape, is NASA’s first biodiversity-focused airborne and field campaign that was conducted in South Africa in 2023. BioSCape’s primary objective is to study the structure, function, and composition of the region’s ecosystems, and how and why they are changing.

BioSCape’s airborne dataset is unprecedented, with AVIRIS-NG, PRISM, and HyTES imaging spectrometers capturing spectral data across the UV, visible and infrared at high resolution and LVIS acquiring coincident full-waveform lidar. BioSCape’s field dataset is equally impressive, with 18 PI-led projects collecting data ranging from the diversity and phylogeny of plants, kelp and phytoplankton, eDNA, landscape acoustics, plant traits, blue carbon accounting, and more

This workshop will equip participants with the skills to find, subset, and visualize the various BioSCape field and airborne (imaging spectroscopy and full-waveform lidar) data sets. Participants will learn data skills through worked examples in terrestrial and aquatic ecosystems, including: wrangling lidar data, performing band math calculations, calculating spectral diversity metrics, machine learning and image classification, and mapping functional traits using partial least squares regression. The workshop format is a mix of expert talks and interactive coding notebooks and will be run through the BioSCape Cloud computing environment.",presentation,2024,https://zenodo.org/records/14198990,0.41300973,0.3906074,0.47450715,Terrestrial,0.06149742,0.3226828,0.3213338,0.2948478,0.30603227,0.4146146,0.20801915,0.38602847,Mixed,0.02858612,0.26693982,0.16346812,Measurement,0.1034717
michele-personal/ESA-2024_public,Michele Thornton,ESA 2024 Public Repo for Special Session 08,computerProgram,2024,https://github.com/michele-personal/ESA-2024_public,0.06670668,0.051002145,0.032101344,Mixed,0.015704535,0.08679099,0.13005085,0.037653286,0.06932398,0.0880427,-0.028990265,0.051005013,Mixed,0.042008154,0.024776561,-0.024029855,Mixed,0.048806414
Bioscape: Early Results from the Biodiversity Survey of the Cape,A. Wilson; E. Hestir; J. Slingsby; A. Cardoso; C. Forbes,"The Biodiversity Survey of the Cape (BioSCape) is an international research project in the Greater Cape Floristic Region (GCFR) of South Africa. The domain covers two global biodiversity hotspots, with the richest temperate flora and the third-highest marine endemism in the world. The project will link satellite, airborne, and field data to improve our understanding of the region’s biodiversity and nature’s contributions to people. In other words, BioSCape will help scientists understand where biodiversity is, what it is doing, and why it matters. In late 2023, we collected airborne UVSWIR and TIR imaging spectroscopy and waveform lidar data over terrestrial and aquatic targets using four NASA instruments: Airborne Visible Infrared Imaging Spectrometer-Next Generation (AVIRIS-NG), Portable Remote Imaging Spectrometer (PRISM), Hyperspectral Thermal Emission Spectrometer (HyTES), and Land-Vegetation and Ice Sensor (LVIS). The team also conducted extensive fieldwork to capture several dimensions of biodiversity. The dataset is unprecedented in its instrument combination and level of detail, with nearly complete coverage of the electromagnetic spectrum at ~5m resolution and coincident full-waveform lidar acquisitions. We present early results from the project, emphasizing the integration of field data with remote sensing. All BioSCape data will be publicly accessible to help address the information and decision-support needs of stakeholders in the region and internationally.",presentation,2024,https://worldbiodiversityforum2024.org/wp-content/uploads/2024/07/proceedings_2024.html,0.31681895,0.28374037,0.37597874,Terrestrial,0.059159786,0.24056157,0.27473354,0.20645827,0.2230271,0.29380316,0.086266,0.30454308,Mixed,0.0107399225,0.32649493,0.10350052,Measurement,0.22299442
BioSoundSCape: A bioacoustic dataset for the Fynbos Biome,Andrew A. Turner; Matthew L. Clark; Leo Salas; Colleen Seymour; Rose L. Snyder; Alan T. K. Lee; Antonio Ferraz; Fabian Schneider; John Measey; Johan Huisamen; Daniël Cloete; Sally D. Hofmeyr; Christina Hagen; David F. Leland; Wendy Schackwitz; Festus Adegbola; Eugéne Hahndiek; Grant S. Joseph; Jacques Van Rooi; Michelle Fuchs; Saskia Thomas; Simphiwe Madlala; Jacky Spiby; Patty Taljaard,"Most biodiversity data are collected at fine spatial scales, but threats to species and ecosystems occur at broad spatial scales. Remote sensing allows broad-scale assessment of biodiversity but these data need to be ground-truthed with contemporaneous in situ datasets. Various faunal groups produce sounds or vocalizations which can then be related to remotely-sensed data. As part of the NASA-led BioSCape project, the BioSoundSCape project deployed Autonomous Recording Units (ARUs), which record sounds in an approximately 50 m radius, at 521 sites spread across an area of approximately 119,058 km2 in the Greater Cape Floristic Region, South Africa, during the wet and dry seasons of 2023. The ARUs recorded sounds one in every ten minutes, over 4–10 days, producing 825,832 minutes of recordings (approximately 400,000 minutes of recording in each season). These sound data are georeferenced to within 20 m, with time and date information, so may be useful for relating biodiversity patterns in soundscapes to vegetation structure, fire history, plant phenology, distance to roads and other human infrastructure.",journalArticle,2025,https://www.nature.com/articles/s41597-025-05685-3,0.354845,0.31769004,0.4545464,Terrestrial,0.099701405,0.27825868,0.3444718,0.22825837,0.20276234,0.37827402,0.17776446,0.40411466,Mixed,0.02584064,0.26485258,0.1523749,Measurement,0.11247769
Regional ecological forecasting across scales: A manifesto for a biodiversity hotspot,Jasper A. Slingsby; Adam M. Wilson; Brian Maitner; Glenn R. Moncrieff,"Abstract
            
              
                
                  Iterative near‐term ecological forecasting has great promise to provide vital information to decision‐makers while improving our ecological understanding, yet several logistical and fundamental challenges remain. The ecoinformatics requirements are onerous to develop and maintain, posing a barrier to entry for regions where funding and expertise are limited, and there are fundamental challenges to developing forecasts that fulfil information needs spanning spatial, temporal and biological scales.
                
                
                  Using the hyperdiverse Cape Floristic Region of South Africa as a case study, we propose that developing regionally focussed sets of ecological forecasts will help resolve logistical challenges faced by under‐resourced regions of the world, while comparison or coupling of models across scales will facilitate new fundamental insights. We review information needs and existing models for the region and explore how they could be developed into a set of linked iterative near‐term forecasts.
                
                
                  Comparing or coupling ecological forecasts from different scales within the same domain has much potential to provide new insights for decision‐makers and ecologists alike. They allow us to quantitatively link processes in space and time, potentially revealing feedbacks, interconnections and emergent properties, while providing powerful tools for testing decision scenarios and identifying trade‐offs or unanticipated outcomes. While the development of multiple or combined ecological forecasts that span scales is not trivial, there are logistical gains to be made from developing shared ecoinformatics pipelines that feed multiple models. Even where useful forecasts do not yet exist, the pipelines can be of great value in their own right, delivering frequent and up‐to‐date information to decision‐makers while providing the basis for forecast development and other scientific research.
                
                
                  Viewed together, regionally focussed approaches to ecological forecasting present a compelling opportunity to overcome logistical constraints and to integrate across multiple scales of organisation, ultimately improving our understanding and management of ecosystems.
                
              
            
          , 
            Isishwankathelo
            
              
                
                  Uqikelelo oluphindaphindayo lwexesha elikufuphi ngendalo lunesithembiso esikhulu sokubonelela ngolwazi olubalulekileyo kubathathi‐zigqibo ngelixa liphucula ukuqonda kwethu indalo esingqongileyo, ukanti imingeni emininzi yolungiselelo kunye nesisiseko isekho. Inzululwazi ye‐ecoinformatics ineemfuneko ezinzima ukuphuhlisa nokugcina, ezi mfuneko zibeka umqobo ekungeneni kwimimandla apho inkxaso‐mali kunye nobuchule bunqongopheleyo, kwaye kukho imingeni engundoqo ekuphuhliseni uqikelelo oluzalisekisa iimfuno zolwazi oluquka izikali zendawo, ezexesha kunye nezendalo.
                
                
                  Sisebenzisa Ummandla waseKapa eMzantsi Afrika kwihlabathi liphela unentlobo ngeentlobo ezininzi zezinto eziphilayo njengomzekelo wophononongo, sicebisa ukuba ukuphuhlisa iiseti zengqikelelo zendalo ezigxile kwingingqi kuya kunceda ukusombulula imiceli mngeni yolungiselelo olujongene nemimandla yelizwe engenazibonelelo, ngelixa uthelekiso okanye ukudityaniswa kwemifuziselo kwizikali ezahlukeneyo iya kuququzelisa ukuqonda okutsha okungundoqo. Sihlola iimfuno zolwazi kunye nemifuziselo ekhoyo kule ngingqi yaseKapa kwaye siphonononga ukuba zingaphuhliswa njani zibe luqikelelo oludityanisiweyo lwexesha elikufuphi.
                
                
                  Ukuthelekisa okanye ukudibanisa iingqikelelo zendalo esingqongileyo ezivela kwizikali ezahlukeneyo ngaphakathi kwendawo enye kunesakhono esikhulu sokunika ulwazi olutsha kubathathi‐zigqibo kunye nee‐ngcali zendalo esingqongileyo ngokufanayo. Zisivumela ukuba sidibanise ngokwezibalo iinkqubo kwisithuba kunye nexesha, ezinokutyhila iimpendulo, ukudibanisa, kunye nezinto ezintsha ezivelayo, ngelixa zisinika izixhobo ezinamandla zokuvavanya iimeko yezigqibo kunye nokuchonga kokubuyisana okanye iziphumo ebezingalindelekanga. Ngelixa uphuhliso loqikelelo lwendalo oluphindaphindeneyo okanye oludityanisiweyo lwezikali ezininzi lungabalulekanga kangako, kukho iinzuzo zolungiselelo ekufuneka zenziwe ngokuphuhlisa imifuziselo kwiNzululwazi ye‐ecoinformatics ekwabelwanayo ngayo eyongeza kwi imifuziselo emininzi. Kwanalapho uqikelelo oluluncedo lungekabikho, olu lwazi lunokuba nexabiso elikhulu ngokwalo, ngokuzisa rhoqo ulwazi oluhlaziyiweyo kubenzi bezigqibo ngelixa libonelela ngesiseko sophuhliso lwengqikelelo kunye nolunye uphando lwezenzululwazi.
                
                
                  Xa zijongwa kunye, iindlela ezijolise kwingingqi kuqikelelo lwendalo zinika ithuba elinomtsalane lokoyisa imiqobo yolungiselelo kunye nokudibanisa zonke izikali zezinto eziphilayo, ekugqibeleni siphucula ukuqonda kwethu kunye nolawulo lwendalo esingqongileyo.",journalArticle,2023,https://besjournals.onlinelibrary.wiley.com/doi/10.1111/2041-210X.14046,0.36369094,0.36515164,0.38994107,Mixed,0.024789423,0.23867406,0.3822063,0.19494174,0.18875611,0.27999386,0.20144355,0.3095188,Archaea,0.07268748,0.21945609,0.1781082,Mixed,0.04134789
"Synergies Between NASA's Hyperspectral Aquatic Missions PACE, GLIMR, and SBG: Opportunities for New Science and Applications",H. M. Dierssen; M. Gierach; L. S. Guild; A. Mannino; J. Salisbury; S. Schollaert Uz; J. Scott; P. A. Townsend; K. Turpie; M. Tzortziou; E. Urquhart; R. Vandermeulen; P. J. Werdell,"Within the next decade, NASA plans to launch three new missions with imaging spectrometers for aquatic science and applications: Plankton, Aerosol, Cloud, ocean Ecosystem (PACE) in 2024, Geostationary Littoral Imaging Radiometer (GLIMR) in 2026, and Surface Biology and Geology (SBG) in 2028. Taken together, these missions will evaluate long-term trends in phytoplankton biomass linked to climate change, and provide new spectral capabilities to assess aquatic biogeochemistry, biophysics, and habitats. Hyperspectral measurements of ocean color, paired with advanced retrieval algorithms, can provide new information on phytoplankton community composition and water quality. We compare the mission architecture and sensor characteristics to identify the synergistic opportunities to merge algorithms, field data, and calibration and validation techniques. Each mission has unique temporal and spatial characteristics to monitor the aquatic transitions from watershed to open ocean ecosystems. SBG provides observations at high spatial scales to monitor emergent, floating, submerged, and benthic habitats from inland to coastal waters. With global daily coverage, PACE can track the fate of material as it meanders offshore and provides an enhanced context for phytoplankton diversity and global biogeochemical cycling. GLIMR is optimized to resolve temporal processes that give rise to aquatic rates and fluxes including phytoplankton growth rates, physiology, and episodic events such as storms. Applications with high spectral, spatial, and temporal resolution from these NASA missions include assessing carbon dynamics and biogeochemical cycling across the land-ocean continuum, harmful algal blooms, and oil spills.",journalArticle,2023,https://onlinelibrary.wiley.com/doi/abs/10.1029/2023JG007574,0.4444122,0.4040619,0.30336183,Mixed,0.04035029,0.2930773,0.31162846,0.21122138,0.34838852,0.30338967,0.14529946,0.23384422,Mixed,0.036760062,0.29464766,0.12174681,Measurement,0.17290086
Clarifying the effect of biodiversity on productivity in natural ecosystems with longitudinal data and methods for causal inference,Laura E. Dee; Paul J. Ferraro; Christopher N. Severen; Kaitlin A. Kimmel; Elizabeth T. Borer; Jarrett E. K. Byrnes; Adam Thomas Clark; Yann Hautier; Andrew Hector; Xavier Raynaud; Peter B. Reich; Alexandra J. Wright; Carlos A. Arnillas; Kendi F. Davies; Andrew MacDougall; Akira S. Mori; Melinda D. Smith; Peter B. Adler; Jonathan D. Bakker; Kate A. Brauman; Jane Cowles; Kimberly Komatsu; Johannes M. H. Knops; Rebecca L. McCulley; Joslin L. Moore; John W. Morgan; Timothy Ohlert; Sally A. Power; Lauren L. Sullivan; Carly Stevens; Michel Loreau,"Causal effects of biodiversity on ecosystem functions can be estimated using experimental or observational designs — designs that pose a tradeoff between drawing credible causal inferences from correlations and drawing generalizable inferences. Here, we develop a design that reduces this tradeoff and revisits the question of how plant species diversity affects productivity. Our design leverages longitudinal data from 43 grasslands in 11 countries and approaches borrowed from fields outside of ecology to draw causal inferences from observational data. Contrary to many prior studies, we estimate that increases in plot-level species richness caused productivity to decline: a 10% increase in richness decreased productivity by 2.4%, 95% CI [−4.1, −0.74]. This contradiction stems from two sources. First, prior observational studies incompletely control for confounding factors. Second, most experiments plant fewer rare and non-native species than exist in nature. Although increases in native, dominant species increased productivity, increases in rare and non-native species decreased productivity, making the average effect negative in our study. By reducing the tradeoff between experimental and observational designs, our study demonstrates how observational studies can complement prior ecological experiments and inform future ones.",journalArticle,2023,https://www.nature.com/articles/s41467-023-37194-5,0.1754852,0.2044736,0.2907942,Terrestrial,0.086320594,0.14522904,0.2542553,0.073080525,0.15281965,0.30195087,0.23766164,0.23841372,Mixed,0.047695577,0.16028883,0.2031926,Mixed,0.04290378
Causal Inference With Observational Data and Unobserved Confounding Variables,Jarrett E. K. Byrnes; Laura E. Dee,"Experiments have long been the gold standard for causal inference in Ecology. As Ecology tackles progressively larger problems, however, we are moving beyond the scales at which randomised controlled experiments are feasible. To answer causal questions at scale, we need to also use observational data —something Ecologists tend to view with great scepticism. The major challenge using observational data for causal inference is confounding variables: variables affecting both a causal variable and response of interest. Unmeasured confounders—known or unknown—lead to statistical bias, creating spurious correlations and masking true causal relationships. To combat this omitted variable bias, other disciplines have developed rigorous approaches for causal inference from observational data that flexibly control for broad suites of confounding variables. We show how ecologists can harness some of these methods—causal diagrams to identify confounders coupled with nested sampling and statistical designs—to reduce risks of omitted variable bias. Using an example of estimating warming effects on snails, we show how current methods in Ecology (e.g., mixed models) produce incorrect inferences due to omitted variable bias and how alternative methods can eliminate it, improving causal inferences with weaker assumptions. Our goal is to expand tools for causal inference using observational and imperfect experimental data in Ecology.",journalArticle,2025,https://onlinelibrary.wiley.com/doi/abs/10.1111/ele.70023,0.2174512,0.24520065,0.1920832,Mixed,0.027749449,0.14174578,0.1726326,0.09840687,0.15945375,0.27302837,0.20748022,0.2651974,Mixed,0.007830977,0.2149571,0.2937641,Inferential,0.07880701
The primacy of dissolved organic matter to aquatic light variability,Henry F. Houskeeper; Stanford B. Hooker,"Absorption and scattering by optically active constituents (OACs) modify the sunlit aquatic light environment, facilitating the derivation of biogeochemical data products at scales spanning in situ to satellite observations. Excluding solar illumination, plus geometric and atmospheric effects, variability in an optical parameter arises from changing OAC concentrations, wherein observed patterns in the spectral evolution of data products are associated with the connectivity and spatiotemporal dynamics of OACs. In open-ocean waters far from terrestrial and riverine inputs, the content and mixture of OACs principally relates to the dynamics of phytoplankton and the microbial loop – a trophic pathway describing the cycling of microbial primary producers, remineralizers (e.g., bacteria and archaea), plus dissolved organic and inorganic materials (as applicable). Historical bio-optical models for the open ocean primarily invoke chlorophyll a concentration (Ca) – a commonly used proxy for phytoplankton biomass – as the ubiquitous independent variable governing optical data products such as the normalized water-leaving radiance, LW(λ)N. Formulation of LW(λ)N as a function of Ca invokes an idealized food chain, wherein phytoplankton are the dominant control of OACs, including the colored (or chromophoric, depending on the literature) portion of the dissolved organic matter (DOM) pool, hereafter CDOM. This prescription, in which Ca maximally explains oceanic light variability (hereafter primacy), is tested herein using eigenanalysis – e.g., an empirical orthogonal function analysis, principal component analysis, or other eigendecomposition depending on the literature. Analyses using three independent bio-optical datasets assess the shapes and associations of the principal and secondary eigenfunctions of aquatic LW(λ)N observations. The analyses reveal LW(λ)N variations to be more strongly associated with changes in CDOM rather than Ca – even for purely oceanic datasets – indicating that CDOM dynamics are more variable and exhibit greater independence from Ca than formerly ascribed. Blue and green band-ratio algorithms routinely used for remote sensing of Ca are found to be maximally sensitive to variability in CDOM rather than Ca based on validation tests of ocean chlorophyll (OC) algorithm performance (e.g., R2 of 0.85 versus 0.78), plus partial correlation coefficients relating eigenfunction scalar amplitude functions to field or derived observations. Eigenanalyses applied to spectral subsets of the data indicate expansive spectral range observing improves the independence in retrieving CDOM absorption and Ca. The spectral subset comparisons indicate expanded spectral observations supported by recent domestic and international satellite missions constitute a new and unique opportunity to optically characterize surface ocean phytoplankton stocks without relying on explicit or implied empiricisms requiring CDOM and other OACs to covary with Ca. The shapes and associations of the eigenfunctions suggest a greater diversity of trophic pathways determine OAC dynamics – e.g., in addition to phytoplankton contributing CDOM via cellular lysis, excretion, and grazing – and are consistent with advancing knowledge of the microbial loop in the decades after bio-optical formulations based on Ca were proposed.",journalArticle,2025,https://bg.copernicus.org/articles/22/4367/2025/,0.394152,0.2829215,0.21373624,Marine,0.11123049,0.37053728,0.3825364,0.2877742,0.43698162,0.26872975,0.2308833,0.17719488,Chromista,0.054445207,0.15260544,0.08912282,Measurement,0.06348263
